row_id,serial_no,status,temp,accel_x,accel_y,air_gas
1101,LASER-HARDWARE-01,RUNNING,25.99,-0.299,0.347,0.75
1102,LASER-HARDWARE-01,RUNNING,24.0,-0.308,-0.44,0.85
1103,LASER-HARDWARE-01,RUNNING,22.6,0.043,1.156,0.82
1104,LASER-HARDWARE-01,RUNNING,25.24,-0.21,-0.167,0.81
1105,LASER-HARDWARE-01,RUNNING,26.22,-0.874,0.422,0.65
1106,LASER-HARDWARE-01,RUNNING,23.9,-0.047,0.055,0.76
1107,LASER-HARDWARE-01,RUNNING,23.11,0.354,-0.495,0.76
1108,LASER-HARDWARE-01,RUNNING,27.4,0.658,0.411,0.71
1109,LASER-HARDWARE-01,RUNNING,23.43,-0.352,0.938,0.82
1110,LASER-HARDWARE-01,RUNNING,22.59,-0.235,0.027,0.7
1111,LASER-HARDWARE-01,RUNNING,26.72,-0.68,-1.064,0.8
1112,LASER-HARDWARE-01,RUNNING,25.21,0.111,-0.177,0.81
1113,LASER-HARDWARE-01,RUNNING,25.2,-0.079,0.189,0.88
1114,LASER-HARDWARE-01,RUNNING,25.58,0.076,0.106,0.77
1115,LASER-HARDWARE-01,RUNNING,25.27,-0.242,-0.407,0.75
1116,LASER-HARDWARE-01,RUNNING,23.15,-0.206,0.362,0.82
1117,LASER-HARDWARE-01,RUNNING,23.96,0.214,0.4,0.86
1118,LASER-HARDWARE-01,RUNNING,22.6,-0.449,0.47,0.82
1119,LASER-HARDWARE-01,RUNNING,26.57,-0.248,0.203,0.81
1120,LASER-HARDWARE-01,RUNNING,19.07,0.016,-0.155,0.85
1121,LASER-HARDWARE-01,RUNNING,24.27,0.169,0.21,0.83
1122,LASER-HARDWARE-01,RUNNING,24.35,-0.124,-0.092,0.8
1123,LASER-HARDWARE-01,FAULT,23.17,0.129,-0.099,0.34
1124,LASER-HARDWARE-01,RUNNING,25.91,0.162,-0.306,0.84
1125,LASER-HARDWARE-01,RUNNING,27.76,-0.311,0.416,0.86
1126,LASER-HARDWARE-01,RUNNING,23.17,0.3,0.661,0.8
1127,LASER-HARDWARE-01,RUNNING,20.72,0.312,-0.279,0.76
1128,LASER-HARDWARE-01,RUNNING,21.52,0.015,-0.072,0.79
1129,LASER-HARDWARE-01,RUNNING,26.17,0.719,0.212,0.83
1130,LASER-HARDWARE-01,RUNNING,26.11,0.121,0.161,0.89
1131,LASER-HARDWARE-01,RUNNING,25.43,-0.498,0.224,0.76
1132,LASER-HARDWARE-01,FAULT,59.78,-0.039,0.203,0.86
1133,LASER-HARDWARE-01,RUNNING,20.41,-0.116,0.019,0.82
1134,LASER-HARDWARE-01,RUNNING,26.22,0.476,-0.256,0.78
1135,LASER-HARDWARE-01,RUNNING,25.3,-0.025,-0.337,0.71
1136,LASER-HARDWARE-01,RUNNING,24.86,0.175,0.139,0.75
1137,LASER-HARDWARE-01,RUNNING,28.02,0.367,1.088,0.74
1138,LASER-HARDWARE-01,RUNNING,21.64,-0.661,-0.632,0.84
1139,LASER-HARDWARE-01,RUNNING,23.12,0.064,-0.183,0.84
1140,LASER-HARDWARE-01,RUNNING,24.09,-0.404,0.045,0.8
1141,LASER-HARDWARE-01,RUNNING,24.73,-0.104,0.294,0.81
1142,LASER-HARDWARE-01,RUNNING,26.35,0.208,0.234,0.85
1143,LASER-HARDWARE-01,RUNNING,24.27,-0.117,0.431,0.89
1144,LASER-HARDWARE-01,RUNNING,26.58,0.338,-0.146,0.75
1145,LASER-HARDWARE-01,FAULT,29.01,-0.204,-0.081,0.31
1146,LASER-HARDWARE-01,RUNNING,24.96,-0.043,-0.324,0.81
1147,LASER-HARDWARE-01,RUNNING,20.02,-0.073,-0.179,0.82
1148,LASER-HARDWARE-01,RUNNING,23.57,-0.269,0.266,0.91
1149,LASER-HARDWARE-01,RUNNING,25.81,0.545,-0.385,0.83
1150,LASER-HARDWARE-01,RUNNING,24.51,-0.15,-1.278,0.89
1151,LASER-HARDWARE-01,RUNNING,22.24,0.443,-0.093,0.78
1152,LASER-HARDWARE-01,RUNNING,27.06,-0.419,-0.29,0.85
1153,LASER-HARDWARE-01,RUNNING,24.92,0.297,-0.07,0.72
1154,LASER-HARDWARE-01,RUNNING,24.62,0.587,-0.1,0.85
1155,LASER-HARDWARE-01,RUNNING,29.31,-0.123,0.019,0.78
1156,LASER-HARDWARE-01,RUNNING,25.74,-0.146,0.228,0.85
1157,LASER-HARDWARE-01,RUNNING,24.78,-0.253,0.078,0.89
1158,LASER-HARDWARE-01,FAULT,56.57,-0.227,-0.041,0.78
1159,LASER-HARDWARE-01,RUNNING,28.86,-0.466,0.137,0.74
1160,LASER-HARDWARE-01,RUNNING,24.73,0.048,0.193,0.81
1161,LASER-HARDWARE-01,RUNNING,24.39,0.466,0.216,0.76
1162,LASER-HARDWARE-01,RUNNING,24.98,0.077,0.073,0.76
1163,LASER-HARDWARE-01,RUNNING,27.76,-0.051,-0.316,0.78
1164,LASER-HARDWARE-01,RUNNING,24.47,-0.143,-0.183,0.86
1165,LASER-HARDWARE-01,RUNNING,23.08,-0.932,0.154,0.81
1166,LASER-HARDWARE-01,RUNNING,28.93,0.407,-0.355,0.76
1167,LASER-HARDWARE-01,RUNNING,22.11,0.088,0.89,0.79
1168,LASER-HARDWARE-01,FAULT,51.24,-0.497,-0.202,0.79
1169,LASER-HARDWARE-01,RUNNING,27.09,-0.309,-0.232,0.82
1170,LASER-HARDWARE-01,RUNNING,26.79,-0.342,-0.399,0.83
1171,LASER-HARDWARE-01,RUNNING,23.86,0.185,-0.198,0.79
1172,LASER-HARDWARE-01,RUNNING,23.74,-0.625,-0.429,0.82
1173,LASER-HARDWARE-01,RUNNING,28.07,0.371,0.179,0.83
1174,LASER-HARDWARE-01,RUNNING,25.16,-0.088,0.292,0.72
1175,LASER-HARDWARE-01,RUNNING,25.74,0.127,-0.681,0.7
1176,LASER-HARDWARE-01,RUNNING,23.73,-0.798,-0.411,0.8
1177,LASER-HARDWARE-01,RUNNING,26.31,0.322,-0.008,0.75
1178,LASER-HARDWARE-01,RUNNING,22.16,0.372,-0.046,0.86
1179,LASER-HARDWARE-01,RUNNING,23.87,0.128,-0.535,0.74
1180,LASER-HARDWARE-01,RUNNING,24.59,0.122,-0.175,0.87
1181,LASER-HARDWARE-01,RUNNING,24.5,-0.056,-0.043,0.77
1182,LASER-HARDWARE-01,RUNNING,24.47,-0.17,-0.481,0.83
1183,LASER-HARDWARE-01,RUNNING,23.37,0.37,-0.924,0.82
1184,LASER-HARDWARE-01,RUNNING,25.91,-0.858,0.513,0.8
1185,LASER-HARDWARE-01,RUNNING,21.41,-0.029,-0.576,0.77
1186,LASER-HARDWARE-01,RUNNING,26.33,0.768,-0.06,0.85
1187,LASER-HARDWARE-01,RUNNING,23.5,0.254,-0.551,0.84
1188,LASER-HARDWARE-01,FAULT,27.27,0.816,0.065,0.36
1189,LASER-HARDWARE-01,RUNNING,22.43,0.05,-0.101,0.82
1190,LASER-HARDWARE-01,RUNNING,25.69,0.463,0.376,0.79
1191,LASER-HARDWARE-01,RUNNING,25.25,0.664,0.274,0.85
1192,LASER-HARDWARE-01,RUNNING,24.23,-0.292,0.662,0.78
1193,LASER-HARDWARE-01,RUNNING,23.08,0.891,-0.011,0.77
1194,LASER-HARDWARE-01,RUNNING,22.09,-0.216,-0.619,0.89
1195,LASER-HARDWARE-01,FAULT,25.5,-4.035,1.878,0.77
1196,LASER-HARDWARE-01,RUNNING,22.97,0.032,-0.219,0.72
1197,LASER-HARDWARE-01,RUNNING,23.59,-0.602,0.021,0.8
1198,LASER-HARDWARE-01,RUNNING,28.7,0.721,0.283,0.73
1199,LASER-HARDWARE-01,RUNNING,21.72,0.593,0.613,0.88
1200,LASER-HARDWARE-01,RUNNING,26.47,0.169,0.482,0.84
1201,LASER-HARDWARE-01,RUNNING,23.21,0.294,0.046,0.78
1202,LASER-HARDWARE-01,RUNNING,29.51,0.332,-0.221,0.8
1203,LASER-HARDWARE-01,FAULT,27.34,-0.086,-0.265,0.37
1204,LASER-HARDWARE-01,RUNNING,24.11,-0.429,-0.511,0.72
1205,LASER-HARDWARE-01,RUNNING,25.09,-0.009,0.218,0.75
1206,LASER-HARDWARE-01,RUNNING,25.11,0.519,-0.492,0.71
1207,LASER-HARDWARE-01,RUNNING,26.08,-0.324,0.117,0.74
1208,LASER-HARDWARE-01,RUNNING,24.23,-0.643,-0.293,0.77
1209,LASER-HARDWARE-01,RUNNING,26.98,-0.092,0.077,0.79
1210,LASER-HARDWARE-01,RUNNING,27.42,-0.037,0.536,0.76
1211,LASER-HARDWARE-01,RUNNING,25.05,-0.016,0.531,0.82
1212,LASER-HARDWARE-01,RUNNING,26.24,-0.347,-0.589,0.92
1213,LASER-HARDWARE-01,RUNNING,22.46,-1.088,0.04,0.81
1214,LASER-HARDWARE-01,RUNNING,24.84,-0.165,0.733,0.8
1215,LASER-HARDWARE-01,RUNNING,27.99,0.492,0.363,0.79
1216,LASER-HARDWARE-01,RUNNING,28.2,0.057,0.308,0.72
1217,LASER-HARDWARE-01,RUNNING,26.46,0.152,-0.494,0.84
1218,LASER-HARDWARE-01,RUNNING,23.48,-0.046,-0.423,0.84
1219,LASER-HARDWARE-01,RUNNING,25.26,0.262,-0.442,0.84
1220,LASER-HARDWARE-01,RUNNING,23.54,-0.164,-0.223,0.75
1221,LASER-HARDWARE-01,RUNNING,23.62,0.145,0.515,0.81
1222,LASER-HARDWARE-01,RUNNING,24.18,0.013,-0.068,0.78
1223,LASER-HARDWARE-01,RUNNING,26.17,0.014,-0.555,0.84
1224,LASER-HARDWARE-01,RUNNING,25.76,0.437,0.294,0.85
1225,LASER-HARDWARE-01,RUNNING,24.02,1.015,0.05,0.79
1226,LASER-HARDWARE-01,RUNNING,25.07,-0.533,0.718,0.81
1227,LASER-HARDWARE-01,RUNNING,26.68,0.321,-0.245,0.76
1228,LASER-HARDWARE-01,RUNNING,19.75,-0.667,0.401,0.82
1229,LASER-HARDWARE-01,RUNNING,30.69,-0.225,-0.104,0.87
1230,LASER-HARDWARE-01,RUNNING,23.14,-0.213,-0.323,0.86
1231,LASER-HARDWARE-01,RUNNING,23.52,0.599,0.434,0.82
1232,LASER-HARDWARE-01,RUNNING,24.05,-0.204,0.196,0.8
1233,LASER-HARDWARE-01,RUNNING,22.89,-0.357,0.178,0.81
1234,LASER-HARDWARE-01,RUNNING,22.45,-0.922,0.671,0.82
1235,LASER-HARDWARE-01,RUNNING,25.91,0.624,0.065,0.83
1236,LASER-HARDWARE-01,RUNNING,25.51,0.26,0.67,0.77
1237,LASER-HARDWARE-01,RUNNING,24.05,0.02,0.219,0.79
1238,LASER-HARDWARE-01,RUNNING,21.77,-0.852,-0.178,0.87
1239,LASER-HARDWARE-01,RUNNING,27.07,-0.551,0.889,0.82
1240,LASER-HARDWARE-01,RUNNING,25.93,0.133,-0.273,0.82
1241,LASER-HARDWARE-01,RUNNING,22.36,-0.035,-0.669,0.86
1242,LASER-HARDWARE-01,RUNNING,21.91,0.155,0.371,0.74
1243,LASER-HARDWARE-01,RUNNING,24.74,-0.472,-0.55,0.83
1244,LASER-HARDWARE-01,RUNNING,24.66,0.142,0.03,0.84
1245,LASER-HARDWARE-01,RUNNING,27.48,-0.383,-0.273,0.81
1246,LASER-HARDWARE-01,RUNNING,24.81,0.254,-0.175,0.79
1247,LASER-HARDWARE-01,RUNNING,23.02,-0.153,0.215,0.77
1248,LASER-HARDWARE-01,RUNNING,25.1,-0.132,0.189,0.85
1249,LASER-HARDWARE-01,RUNNING,25.69,0.149,-0.205,0.79
1250,LASER-HARDWARE-01,RUNNING,27.0,-0.113,-0.268,0.73
1251,LASER-HARDWARE-01,RUNNING,27.37,0.291,0.496,0.71
1252,LASER-HARDWARE-01,RUNNING,26.23,-0.102,-0.037,0.82
1253,LASER-HARDWARE-01,RUNNING,25.39,-0.986,-0.191,0.82
1254,LASER-HARDWARE-01,RUNNING,29.24,0.194,0.006,0.81
1255,LASER-HARDWARE-01,RUNNING,24.58,0.172,-0.245,0.81
1256,LASER-HARDWARE-01,RUNNING,23.29,-0.246,0.083,0.81
1257,LASER-HARDWARE-01,RUNNING,24.99,-0.354,-0.303,0.78
1258,LASER-HARDWARE-01,FAULT,52.88,-0.243,-0.571,0.77
1259,LASER-HARDWARE-01,RUNNING,26.26,0.07,0.222,0.8
1260,LASER-HARDWARE-01,RUNNING,26.28,0.306,0.012,0.83
1261,LASER-HARDWARE-01,RUNNING,26.09,0.22,0.319,0.8
1262,LASER-HARDWARE-01,RUNNING,22.97,0.288,0.849,0.74
1263,LASER-HARDWARE-01,RUNNING,26.15,-0.933,0.514,0.86
1264,LASER-HARDWARE-01,RUNNING,25.41,0.01,1.008,0.78
1265,LASER-HARDWARE-01,RUNNING,27.88,0.546,0.158,0.78
1266,LASER-HARDWARE-01,FAULT,59.15,0.047,-0.383,0.92
1267,LASER-HARDWARE-01,RUNNING,26.15,0.062,-0.133,0.74
1268,LASER-HARDWARE-01,RUNNING,25.14,0.129,0.056,0.92
1269,LASER-HARDWARE-01,RUNNING,22.2,0.301,0.183,0.76
1270,LASER-HARDWARE-01,RUNNING,22.49,-0.272,0.109,0.79
1271,LASER-HARDWARE-01,RUNNING,26.16,-0.483,0.042,0.84
1272,LASER-HARDWARE-01,RUNNING,24.4,0.828,-0.22,0.82
1273,LASER-HARDWARE-01,RUNNING,26.82,-0.266,0.79,0.79
1274,LASER-HARDWARE-01,RUNNING,22.55,0.795,0.057,0.86
1275,LASER-HARDWARE-01,RUNNING,24.93,0.118,-0.032,0.81
1276,LASER-HARDWARE-01,RUNNING,21.66,0.033,-0.194,0.8
1277,LASER-HARDWARE-01,RUNNING,25.1,-0.887,0.243,0.83
1278,LASER-HARDWARE-01,RUNNING,27.64,0.14,-0.134,0.82
1279,LASER-HARDWARE-01,RUNNING,24.3,-0.471,-0.251,0.8
1280,LASER-HARDWARE-01,RUNNING,23.6,-0.889,-0.155,0.82
1281,LASER-HARDWARE-01,RUNNING,27.35,-0.708,0.45,0.83
1282,LASER-HARDWARE-01,RUNNING,24.8,0.404,0.593,0.72
1283,LASER-HARDWARE-01,RUNNING,24.92,-0.04,0.602,0.77
1284,LASER-HARDWARE-01,RUNNING,25.54,0.117,-0.741,0.76
1285,LASER-HARDWARE-01,RUNNING,22.86,0.43,-0.103,0.82
1286,LASER-HARDWARE-01,RUNNING,25.3,0.086,-1.101,0.85
1287,LASER-HARDWARE-01,RUNNING,25.05,0.134,0.753,0.82
1288,LASER-HARDWARE-01,RUNNING,23.96,-0.272,0.219,0.81
1289,LASER-HARDWARE-01,RUNNING,25.95,0.404,0.297,0.74
1290,LASER-HARDWARE-01,RUNNING,23.95,0.073,0.167,0.85
1291,LASER-HARDWARE-01,RUNNING,24.66,0.095,0.373,0.77
1292,LASER-HARDWARE-01,RUNNING,22.2,0.315,-0.42,0.85
1293,LASER-HARDWARE-01,RUNNING,22.63,-0.727,0.324,0.88
1294,LASER-HARDWARE-01,RUNNING,25.06,-0.743,0.247,0.77
1295,LASER-HARDWARE-01,RUNNING,24.76,-0.009,0.047,0.87
1296,LASER-HARDWARE-01,RUNNING,26.15,-0.035,0.019,0.85
1297,LASER-HARDWARE-01,RUNNING,22.93,-0.016,0.307,0.8
1298,LASER-HARDWARE-01,RUNNING,22.69,0.062,-0.141,0.74
1299,LASER-HARDWARE-01,RUNNING,27.06,0.124,0.042,0.73
1300,LASER-HARDWARE-01,RUNNING,26.3,-0.875,0.029,0.84
1301,LASER-HARDWARE-01,RUNNING,24.3,-0.228,0.181,0.82
1302,LASER-HARDWARE-01,RUNNING,25.49,-0.238,-0.217,0.75
1303,LASER-HARDWARE-01,RUNNING,25.36,-0.224,-1.016,0.81
1304,LASER-HARDWARE-01,RUNNING,25.53,-0.21,-0.126,0.84
1305,LASER-HARDWARE-01,RUNNING,26.73,0.156,0.306,0.87
1306,LASER-HARDWARE-01,RUNNING,25.26,0.619,-0.167,0.89
1307,LASER-HARDWARE-01,RUNNING,28.58,-0.079,-0.048,0.77
1308,LASER-HARDWARE-01,RUNNING,27.89,0.11,0.322,0.73
1309,LASER-HARDWARE-01,RUNNING,25.23,0.492,-0.387,0.76
1310,LASER-HARDWARE-01,RUNNING,19.97,0.206,0.013,0.8
1311,LASER-HARDWARE-01,RUNNING,23.4,-0.217,0.606,0.7
1312,LASER-HARDWARE-01,RUNNING,23.47,-0.042,-0.505,0.82
1313,LASER-HARDWARE-01,RUNNING,23.27,-0.09,0.133,0.72
1314,LASER-HARDWARE-01,RUNNING,28.41,0.107,-1.296,0.82
1315,LASER-HARDWARE-01,RUNNING,22.26,0.053,-0.298,0.82
1316,LASER-HARDWARE-01,RUNNING,26.44,0.09,-0.163,0.78
1317,LASER-HARDWARE-01,RUNNING,23.77,0.047,-0.536,0.85
1318,LASER-HARDWARE-01,RUNNING,25.25,-0.086,-0.43,0.77
1319,LASER-HARDWARE-01,RUNNING,23.58,0.81,-0.637,0.82
1320,LASER-HARDWARE-01,RUNNING,27.08,-0.2,0.205,0.79
1321,LASER-HARDWARE-01,RUNNING,25.22,0.019,0.06,0.64
1322,LASER-HARDWARE-01,RUNNING,22.53,-0.233,-0.423,0.72
1323,LASER-HARDWARE-01,RUNNING,25.8,0.175,-0.308,0.83
1324,LASER-HARDWARE-01,RUNNING,25.06,-0.347,-0.461,0.81
1325,LASER-HARDWARE-01,RUNNING,23.98,0.434,0.171,0.86
1326,LASER-HARDWARE-01,RUNNING,22.47,-0.014,-0.238,0.79
1327,LASER-HARDWARE-01,RUNNING,21.01,0.132,0.068,0.81
1328,LASER-HARDWARE-01,FAULT,50.22,0.245,0.02,0.78
1329,LASER-HARDWARE-01,RUNNING,24.23,-0.245,-0.559,0.81
1330,LASER-HARDWARE-01,RUNNING,26.59,0.257,0.08,0.83
1331,LASER-HARDWARE-01,RUNNING,24.51,-0.077,-0.206,0.83
1332,LASER-HARDWARE-01,RUNNING,28.54,1.169,0.111,0.75
1333,LASER-HARDWARE-01,RUNNING,23.6,0.119,0.527,0.84
1334,LASER-HARDWARE-01,RUNNING,24.81,-0.083,0.386,0.83
1335,LASER-HARDWARE-01,RUNNING,26.12,0.525,1.044,0.81
1336,LASER-HARDWARE-01,RUNNING,21.57,-0.157,0.055,0.79
1337,LASER-HARDWARE-01,FAULT,52.99,0.628,-0.269,0.82
1338,LASER-HARDWARE-01,RUNNING,27.94,0.069,0.254,0.81
1339,LASER-HARDWARE-01,RUNNING,25.68,0.284,0.301,0.76
1340,LASER-HARDWARE-01,RUNNING,29.69,-0.097,-0.427,0.84
1341,LASER-HARDWARE-01,RUNNING,26.8,0.291,0.09,0.87
1342,LASER-HARDWARE-01,RUNNING,24.47,0.196,0.388,0.76
1343,LASER-HARDWARE-01,FAULT,26.52,-1.197,-1.074,0.77
1344,LASER-HARDWARE-01,RUNNING,23.83,-0.029,0.099,0.84
1345,LASER-HARDWARE-01,RUNNING,24.31,0.393,-0.827,0.76
1346,LASER-HARDWARE-01,RUNNING,26.07,-0.283,-0.179,0.77
1347,LASER-HARDWARE-01,RUNNING,25.8,-0.202,0.354,0.71
1348,LASER-HARDWARE-01,RUNNING,22.98,-0.108,-0.479,0.84
1349,LASER-HARDWARE-01,FAULT,25.37,0.386,-1.239,0.69
1350,LASER-HARDWARE-01,RUNNING,25.85,-0.373,-0.554,0.72
1351,LASER-HARDWARE-01,RUNNING,25.96,0.258,0.079,0.8
1352,LASER-HARDWARE-01,RUNNING,27.05,1.381,0.073,0.82
1353,LASER-HARDWARE-01,RUNNING,22.64,-0.026,0.08,0.84
1354,LASER-HARDWARE-01,RUNNING,27.42,0.508,-0.091,0.84
1355,LASER-HARDWARE-01,RUNNING,26.55,-0.188,0.437,0.84
1356,LASER-HARDWARE-01,RUNNING,26.52,-0.647,-0.035,0.87
1357,LASER-HARDWARE-01,RUNNING,22.93,-0.727,0.298,0.83
1358,LASER-HARDWARE-01,RUNNING,27.32,-0.002,0.185,0.8
1359,LASER-HARDWARE-01,RUNNING,23.65,-0.253,0.686,0.75
1360,LASER-HARDWARE-01,RUNNING,26.59,-0.26,-0.094,0.79
1361,LASER-HARDWARE-01,RUNNING,27.29,0.577,0.047,0.83
1362,LASER-HARDWARE-01,RUNNING,24.41,0.395,-0.097,0.95
1363,LASER-HARDWARE-01,RUNNING,25.35,-0.123,0.153,0.84
1364,LASER-HARDWARE-01,RUNNING,24.66,-0.075,-0.067,0.79
1365,LASER-HARDWARE-01,RUNNING,24.83,0.572,-0.159,0.72
1366,LASER-HARDWARE-01,RUNNING,27.04,1.137,0.115,0.77
1367,LASER-HARDWARE-01,FAULT,28.81,1.737,-2.445,0.79
1368,LASER-HARDWARE-01,RUNNING,22.69,-0.278,0.416,0.84
1369,LASER-HARDWARE-01,RUNNING,23.91,1.375,-0.296,0.77
1370,LASER-HARDWARE-01,RUNNING,27.99,-0.726,0.191,0.74
1371,LASER-HARDWARE-01,RUNNING,28.11,-0.085,0.038,0.73
1372,LASER-HARDWARE-01,RUNNING,19.48,-0.353,0.284,0.88
1373,LASER-HARDWARE-01,RUNNING,25.05,0.495,-0.502,0.87
1374,LASER-HARDWARE-01,RUNNING,23.13,-0.236,0.393,0.75
1375,LASER-HARDWARE-01,RUNNING,26.93,0.648,-0.487,0.73
1376,LASER-HARDWARE-01,RUNNING,23.21,-0.062,0.474,0.74
1377,LASER-HARDWARE-01,RUNNING,24.78,0.204,-0.192,0.79
1378,LASER-HARDWARE-01,RUNNING,23.18,-0.081,-0.013,0.78
1379,LASER-HARDWARE-01,RUNNING,24.67,0.341,-0.114,0.75
1380,LASER-HARDWARE-01,RUNNING,24.42,0.648,-0.036,0.82
1381,LASER-HARDWARE-01,RUNNING,24.79,-0.144,0.661,0.69
1382,LASER-HARDWARE-01,RUNNING,23.71,-0.0,0.129,0.8
1383,LASER-HARDWARE-01,RUNNING,25.6,0.356,0.334,0.78
1384,LASER-HARDWARE-01,RUNNING,23.05,-0.425,0.401,0.85
1385,LASER-HARDWARE-01,RUNNING,24.3,-0.189,0.201,0.71
1386,LASER-HARDWARE-01,RUNNING,27.54,0.173,-0.059,0.77
1387,LASER-HARDWARE-01,FAULT,21.6,-1.878,1.561,0.82
1388,LASER-HARDWARE-01,RUNNING,26.21,0.305,-0.146,0.78
1389,LASER-HARDWARE-01,RUNNING,24.48,0.488,-0.563,0.8
1390,LASER-HARDWARE-01,FAULT,25.63,5.7,-0.4,0.74
1391,LASER-HARDWARE-01,RUNNING,24.23,-0.743,-0.033,0.79
1392,LASER-HARDWARE-01,RUNNING,22.68,-0.966,0.005,0.87
1393,LASER-HARDWARE-01,RUNNING,24.58,0.609,-0.179,0.82
1394,LASER-HARDWARE-01,RUNNING,25.73,-0.074,-0.319,0.78
1395,LASER-HARDWARE-01,RUNNING,25.72,-0.155,0.07,0.75
1396,LASER-HARDWARE-01,RUNNING,25.21,-0.475,0.358,0.66
1397,LASER-HARDWARE-01,RUNNING,24.2,-0.152,-0.769,0.69
1398,LASER-HARDWARE-01,RUNNING,24.15,-0.149,-0.208,0.77
1399,LASER-HARDWARE-01,RUNNING,25.13,-0.252,-0.154,0.77
1400,LASER-HARDWARE-01,RUNNING,25.37,0.045,-0.124,0.79
1401,LASER-HARDWARE-01,RUNNING,28.31,-0.025,-0.418,0.85
1402,LASER-HARDWARE-01,RUNNING,27.19,0.145,0.542,0.8
1403,LASER-HARDWARE-01,RUNNING,22.62,0.441,-0.569,0.82
1404,LASER-HARDWARE-01,RUNNING,26.32,-0.131,-0.159,0.76
1405,LASER-HARDWARE-01,RUNNING,26.01,0.311,-0.71,0.79
1406,LASER-HARDWARE-01,RUNNING,23.88,0.036,-0.016,0.84
1407,LASER-HARDWARE-01,RUNNING,24.81,-0.234,1.038,0.76
1408,LASER-HARDWARE-01,RUNNING,25.78,-0.016,0.242,0.8
1409,LASER-HARDWARE-01,RUNNING,24.97,0.312,0.194,0.85
1410,LASER-HARDWARE-01,RUNNING,25.83,-0.199,0.317,0.8
1411,LASER-HARDWARE-01,RUNNING,22.71,-0.041,-0.352,0.75
1412,LASER-HARDWARE-01,RUNNING,25.3,0.386,0.11,0.84
1413,LASER-HARDWARE-01,RUNNING,23.73,0.06,0.064,0.84
1414,LASER-HARDWARE-01,RUNNING,23.7,-0.423,-0.125,0.78
1415,LASER-HARDWARE-01,RUNNING,26.61,-0.729,0.668,0.75
1416,LASER-HARDWARE-01,RUNNING,24.43,-0.023,0.824,0.77
1417,LASER-HARDWARE-01,RUNNING,25.9,-0.022,-0.937,0.84
1418,LASER-HARDWARE-01,RUNNING,25.1,-0.453,-0.596,0.87
1419,LASER-HARDWARE-01,RUNNING,28.12,0.052,0.095,0.66
1420,LASER-HARDWARE-01,RUNNING,28.53,-0.376,0.019,0.82
1421,LASER-HARDWARE-01,RUNNING,25.98,-0.221,-0.324,0.83
1422,LASER-HARDWARE-01,RUNNING,27.36,-0.406,-0.447,0.84
1423,LASER-HARDWARE-01,RUNNING,24.24,0.149,-0.2,0.81
1424,LASER-HARDWARE-01,RUNNING,26.34,-0.512,-0.195,0.85
1425,LASER-HARDWARE-01,RUNNING,26.37,0.198,-0.854,0.87
1426,LASER-HARDWARE-01,FAULT,27.04,0.319,-0.368,0.33
1427,LASER-HARDWARE-01,RUNNING,23.8,0.676,-0.414,0.87
1428,LASER-HARDWARE-01,RUNNING,22.8,-0.764,-0.565,0.87
1429,LASER-HARDWARE-01,RUNNING,27.62,-0.277,0.718,0.8
1430,LASER-HARDWARE-01,FAULT,26.09,-0.074,-0.412,0.2
1431,LASER-HARDWARE-01,RUNNING,22.77,-0.075,0.051,0.81
1432,LASER-HARDWARE-01,RUNNING,22.68,-0.186,-0.405,0.78
1433,LASER-HARDWARE-01,RUNNING,25.97,-0.205,-0.153,0.87
1434,LASER-HARDWARE-01,FAULT,61.29,-0.474,-0.397,0.81
1435,LASER-HARDWARE-01,RUNNING,20.61,-0.319,0.202,0.8
1436,LASER-HARDWARE-01,RUNNING,24.96,-0.58,-0.453,0.78
1437,LASER-HARDWARE-01,RUNNING,23.68,0.596,0.188,0.79
1438,LASER-HARDWARE-01,RUNNING,25.56,0.026,0.128,0.76
1439,LASER-HARDWARE-01,RUNNING,24.95,-0.462,0.15,0.75
1440,LASER-HARDWARE-01,RUNNING,25.24,0.076,-0.386,0.79
1441,LASER-HARDWARE-01,RUNNING,24.34,0.071,0.307,0.88
1442,LASER-HARDWARE-01,RUNNING,24.01,0.121,-0.205,0.75
1443,LASER-HARDWARE-01,RUNNING,27.23,0.016,0.084,0.79
1444,LASER-HARDWARE-01,RUNNING,23.09,0.542,0.137,0.87
1445,LASER-HARDWARE-01,RUNNING,28.88,0.067,-0.019,0.73
1446,LASER-HARDWARE-01,RUNNING,25.12,0.31,0.224,0.93
1447,LASER-HARDWARE-01,RUNNING,24.07,0.891,-0.018,0.86
1448,LASER-HARDWARE-01,RUNNING,24.91,-0.156,-0.42,0.77
1449,LASER-HARDWARE-01,RUNNING,27.69,0.439,-0.314,0.87
1450,LASER-HARDWARE-01,RUNNING,23.43,-0.006,-0.254,0.76
1451,LASER-HARDWARE-01,RUNNING,26.21,0.358,0.057,0.83
1452,LASER-HARDWARE-01,RUNNING,26.15,-0.517,1.029,0.79
1453,LASER-HARDWARE-01,RUNNING,22.93,-0.514,0.03,0.82
1454,LASER-HARDWARE-01,RUNNING,26.22,-0.418,-0.578,0.74
1455,LASER-HARDWARE-01,RUNNING,25.89,0.262,0.181,0.89
1456,LASER-HARDWARE-01,RUNNING,26.54,-0.5,-0.606,0.78
1457,LASER-HARDWARE-01,RUNNING,26.23,0.478,0.441,0.76
1458,LASER-HARDWARE-01,RUNNING,23.96,-0.302,0.06,0.8
